Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
BTC;1;78 445,50 USD;+1,62%;1,58 T USD;21,44 B USD;20,08 M;0,0136;26,82%;Криптовалюты, Сеть уровня 1;Покупать
ETH;2;2 508,18 USD;+0,30%;306,12 B USD;11,95 B USD;122,05 M;0,0390;10,50%;Платформы смарт-контрактов, Сеть уровня 1, Портфель World Liberty Financial;Покупать
USDT;3;0,99965 USD;−0,00%;183,37 B USD;53,25 B USD;183,43 B;0,2904;0,30%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Нейтрально
BNB;4;722,93 USD;+0,30%;96,27 B USD;1,32 B USD;133,16 M;0,0137;0,30%;Платформы смарт-контрактов, Централизованные биржи, Сеть уровня 1, Биржевые токены, Сделано в Китае;Покупать
XRP;5;1,4035 USD;+4,20%;88,25 B USD;2,6 B USD;62,88 B;0,0294;3,36%;Криптовалюты, Корпоративные решения, Сеть уровня 1, Сделано в США, ISO 20022;Покупать
USDC;6;0,99980 USD;−0,02%;74,21 B USD;11,62 B USD;74,23 B;0,1566;1,91%;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Активно продавать
SOL;7;101,93 USD;+1,21%;59,82 B USD;2,28 B USD;586,89 M;0,0382;13,82%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Покупать
TRX;8;0,34009 USD;−0,31%;32,29 B USD;381,07 M USD;94,95 B;0,0118;0,11%;Платформы смарт-контрактов, Платежи, Сеть уровня 1, Портфель World Liberty Financial, Сделано в Китае;Активно покупать
HYPE;9;79,825 USD;+1,81%;20,09 B USD;662,96 M USD;251,72 M;0,0330;1,51%;Децентрализованные биржи, Деривативы, Сеть уровня 1, Биржевые токены, Бессрочные контракты;Покупать
ZEC;10;1 136,15 USD;+3,74%;19,17 B USD;1,2 B USD;16,87 M;0,0627;2,43%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
DOGE;11;0,084003 USD;+0,28%;14,42 B USD;637 M USD;171,63 B;0,0442;1,07%;Мемы, Криптовалюты, Сеть уровня 1, Сделано в США, Мемы с животными;Нейтрально
XMR;12;514,96 USD;−3,66%;9,68 B USD;113,2 M USD;18,8 M;0,0117;0,16%;Приватные, Криптовалюты, Сеть уровня 1;Покупать
LINK;13;11,477 USD;+1,41%;8,59 B USD;269,31 M USD;748,1 M;0,0314;0,81%;Приватные, Криптовалюты, Платформы смарт-контрактов, Инструменты разработки, Оракулы, Рынки предсказаний, Интернет вещей, Управление данными и ИИ, Личные данные, NFT и коллекционные, Займы и кредиты, Управление активами, Деривативы, Страхование, Интероперабельность, Масштабирование, Корпоративные решения, Платежи, Энергетика, DeFi, Аналитика, Метавселенная, Кибербезопасность, Электронная коммерция, Спорт, Услуги в сфере недвижимости, Web3, DePIN, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial, ISO 20022;Покупать
LEO;14;8,9926 USD;−0,94%;8,27 B USD;147,73 K USD;919,86 M;0,0000;0,00%;Централизованные биржи, Платежи, Биржевые токены;Активно продавать
ADA;15;0,20964 USD;+1,40%;7,7 B USD;351,49 M USD;36,74 B;0,0456;0,73%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, ISO 20022;Покупать
XLM;16;0,19275 USD;+7,98%;6,71 B USD;209,83 M USD;34,83 B;0,0313;0,16%;Криптовалюты, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Биржевые токены, ISO 20022;Активно покупать
USDE;17;0,99974 USD;−0,02%;4,62 B USD;26,94 M USD;4,62 B;0,0058;0,02%;Стейблкоины, Обеспеченные стейблкоины;Продавать
DAI;18;0,99988 USD;−0,00%;4,56 B USD;25,64 M USD;4,56 B;0,0056;0,01%;Стейблкоины, Обеспеченные стейблкоины, DeFi;Продавать
BCH;19;223,59 USD;+0,09%;4,49 B USD;173,95 M USD;20,09 M;0,0387;0,09%;Криптовалюты, Сеть уровня 1, Сделано в США;Продавать
USD1;20;0,99961 USD;−0,02%;4,3 B USD;959,2 M USD;4,3 B;0,2229;—;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Портфель World Liberty Financial;Нейтрально
LTC;21;53,707 USD;−1,30%;4,17 B USD;204,25 M USD;77,61 M;0,0490;0,49%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
UNI;22;6,3567 USD;+1,34%;3,95 B USD;371,87 M USD;621,41 M;0,0941;0,25%;Децентрализованные биржи, DeFi, DAO, Сделано в США, Биржевые токены;Покупать
GRAM;23;1,3487 USD;−0,59%;3,76 B USD;34,14 M USD;2,79 B;0,0091;0,03%;Сеть уровня 1;Активно продавать
CC;24;0,096249 USD;+0,70%;3,81 B USD;11,18 M USD;39,59 B;0,0029;—;Приватные, Криптовалюты, Платформы смарт-контрактов, Интероперабельность, Масштабирование, Корпоративные решения, Сеть уровня 1;Продавать
HBAR;25;0,076859 USD;+1,56%;3,37 B USD;38,94 M USD;43,83 B;0,0116;0,11%;Платформы смарт-контрактов, Корпоративные решения, DeFi, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Покупать
USDG;26;1,00001 USD;−0,01%;3,3 B USD;865,65 M USD;3,3 B;0,2627;0,04%;Стейблкоины, Обеспеченные стейблкоины;Покупать
AVAX;27;7,4687 USD;+1,25%;3,3 B USD;254,36 M USD;442,51 M;0,0770;0,19%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Покупать
NEAR;28;2,4179 USD;+5,30%;3,16 B USD;307,64 M USD;1,31 B;0,0974;0,28%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, Сеть уровня 1, Сделано в США;Активно покупать
SHIB;29;0,52486e-5 USD;+0,49%;3,09 B USD;51,73 M USD;589,24 T;0,0167;0,26%;Мемы, Криптовалюты, Мемы с животными;Покупать
SUI;30;0,72495 USD;+1,48%;2,97 B USD;409,1 M USD;4,1 B;0,1378;0,31%;Платформы смарт-контрактов, Инструменты разработки, Масштабирование, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Продавать
CRO;31;0,058639 USD;+0,99%;2,85 B USD;5,69 M USD;48,55 B;0,0020;0,40%;Платформы смарт-контрактов, Централизованные биржи, Платежи, Сеть уровня 1, Биржевые токены;Покупать
PYUSD;32;0,99957 USD;−0,02%;2,77 B USD;29,92 M USD;2,77 B;0,0108;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
XAUT;33;4 298,44 USD;−1,19%;2,68 B USD;243,43 M USD;622,82 K;0,0909;0,02%;Real-world assets (RWA);Продавать
TAO;34;233,62 USD;−0,29%;2,65 B USD;181,6 M USD;11,34 M;0,0685;0,69%;Распред. вычисления и хранение, Оракулы, Управление данными и ИИ, DAO, Сеть уровня 1, DePIN;Нейтрально
M;35;1,0915 USD;−4,14%;2,48 B USD;1,86 M USD;2,27 B;0,0007;0,00%;Мемы, Сеть уровня 1;Активно продавать
OKB;36;114,14 USD;+1,16%;2,4 B USD;17,69 M USD;21 M;0,0074;0,20%;Сеть уровня 1, Сделано в Китае;Покупать
