Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
BTC;1;76 646,79 USD;+1,13%;1,54 T USD;29 B USD;20,09 M;0,0188;29,22%;Криптовалюты, Сеть уровня 1;Покупать
ETH;2;2 468,73 USD;+3,07%;301,32 B USD;14,99 B USD;122,06 M;0,0497;14,84%;Платформы смарт-контрактов, Сеть уровня 1, Портфель World Liberty Financial;Покупать
USDT;3;0,99922 USD;−0,01%;183,3 B USD;70,02 B USD;183,44 B;0,3820;0,02%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Продавать
BNB;4;726,93 USD;+2,08%;96,8 B USD;1,49 B USD;133,16 M;0,0154;0,07%;Платформы смарт-контрактов, Централизованные биржи, Сеть уровня 1, Биржевые токены, Сделано в Китае;Активно покупать
XRP;5;1,3057 USD;+3,05%;82,1 B USD;3,92 B USD;62,88 B;0,0478;6,48%;Криптовалюты, Корпоративные решения, Сеть уровня 1, Сделано в США, ISO 20022;Нейтрально
USDC;6;0,9999 USD;+0,01%;73,61 B USD;17,88 B USD;73,61 B;0,2429;1,62%;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Нейтрально
SOL;7;101,22 USD;+4,12%;59,44 B USD;3,29 B USD;587,21 M;0,0553;10,36%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Покупать
TRX;8;0,33398 USD;−0,59%;31,71 B USD;331,69 M USD;94,95 B;0,0105;0,00%;Платформы смарт-контрактов, Платежи, Сеть уровня 1, Портфель World Liberty Financial, Сделано в Китае;Продавать
ZEC;9;1 468,97 USD;+17,19%;24,79 B USD;2,92 B USD;16,87 M;0,1176;1,00%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Активно покупать
HYPE;10;82,096 USD;+4,18%;20,65 B USD;904,15 M USD;251,57 M;0,0438;1,24%;Децентрализованные биржи, Деривативы, Сеть уровня 1, Биржевые токены, Бессрочные контракты;Покупать
DOGE;11;0,081934 USD;+3,45%;14,07 B USD;802,91 M USD;171,67 B;0,0571;1,81%;Мемы, Криптовалюты, Сеть уровня 1, Сделано в США, Мемы с животными;Продавать
XMR;12;510,33 USD;+4,05%;9,6 B USD;111,89 M USD;18,81 M;0,0117;0,16%;Приватные, Криптовалюты, Сеть уровня 1;Покупать
LINK;13;11,387 USD;+6,12%;8,52 B USD;368,69 M USD;748,1 M;0,0433;0,79%;Приватные, Криптовалюты, Платформы смарт-контрактов, Инструменты разработки, Оракулы, Рынки предсказаний, Интернет вещей, Управление данными и ИИ, Личные данные, NFT и коллекционные, Займы и кредиты, Управление активами, Деривативы, Страхование, Интероперабельность, Масштабирование, Корпоративные решения, Платежи, Энергетика, DeFi, Аналитика, Метавселенная, Кибербезопасность, Электронная коммерция, Спорт, Услуги в сфере недвижимости, Web3, DePIN, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial, ISO 20022;Покупать
