Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
BTC;1;75 807,93 USD;−1,48%;1,52 T USD;38,93 B USD;20,09 M;0,0256;28,97%;Криптовалюты, Сеть уровня 1;Нейтрально
ETH;2;2 400,19 USD;−3,07%;292,95 B USD;19,33 B USD;122,05 M;0,0660;10,94%;Платформы смарт-контрактов, Сеть уровня 1, Портфель World Liberty Financial;Нейтрально
USDT;3;0,99910 USD;−0,06%;183,28 B USD;80,69 B USD;183,44 B;0,4403;0,29%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Активно продавать
BNB;4;709,43 USD;−1,13%;94,47 B USD;1,53 B USD;133,16 M;0,0162;0,27%;Платформы смарт-контрактов, Централизованные биржи, Сеть уровня 1, Биржевые токены, Сделано в Китае;Покупать
XRP;5;1,2868 USD;−8,16%;80,91 B USD;6,68 B USD;62,88 B;0,0826;3,21%;Криптовалюты, Корпоративные решения, Сеть уровня 1, Сделано в США, ISO 20022;Продавать
USDC;6;1,0000 USD;0,00%;73,73 B USD;19,52 B USD;73,73 B;0,2647;2,54%;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Фиатно-обеспеченные стейблкоины, Портфель World Liberty Financial;Активно покупать
SOL;7;97,083 USD;−3,67%;56,99 B USD;3,77 B USD;587,06 M;0,0662;14,36%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Нейтрально
TRX;8;0,33473 USD;−1,18%;31,78 B USD;521,84 M USD;94,95 B;0,0164;0,12%;Платформы смарт-контрактов, Платежи, Сеть уровня 1, Портфель World Liberty Financial, Сделано в Китае;Нейтрально
ZEC;9;1 189,03 USD;+4,34%;20,06 B USD;1,17 B USD;16,87 M;0,0583;2,16%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
HYPE;10;77,633 USD;−1,82%;19,53 B USD;858,65 M USD;251,63 M;0,0440;1,60%;Децентрализованные биржи, Деривативы, Сеть уровня 1, Биржевые токены, Бессрочные контракты;Нейтрально
DOGE;11;0,079692 USD;−3,60%;12,43 B USD;1,01 B USD;155,94 B;0,0812;0,93%;Мемы, Криптовалюты, Сеть уровня 1, Сделано в США, Мемы с животными;Продавать
XMR;12;501,95 USD;−3,47%;9,44 B USD;120,01 M USD;18,81 M;0,0127;0,14%;Приватные, Криптовалюты, Сеть уровня 1;Покупать
LEO;13;8,8667 USD;−1,81%;8,16 B USD;345,76 K USD;919,86 M;0,0000;0,00%;Централизованные биржи, Платежи, Биржевые токены;Продавать
LINK;14;10,805 USD;−5,16%;8,08 B USD;419,69 M USD;748,1 M;0,0519;0,80%;Приватные, Криптовалюты, Платформы смарт-контрактов, Инструменты разработки, Оракулы, Рынки предсказаний, Интернет вещей, Управление данными и ИИ, Личные данные, NFT и коллекционные, Займы и кредиты, Управление активами, Деривативы, Страхование, Интероперабельность, Масштабирование, Корпоративные решения, Платежи, Энергетика, DeFi, Аналитика, Метавселенная, Кибербезопасность, Электронная коммерция, Спорт, Услуги в сфере недвижимости, Web3, DePIN, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial, ISO 20022;Нейтрально
ADA;15;0,19374 USD;−5,36%;7,12 B USD;498,23 M USD;36,74 B;0,0700;0,76%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, ISO 20022;Активно продавать
XLM;16;0,17488 USD;−9,31%;6,09 B USD;412,08 M USD;34,84 B;0,0676;0,19%;Криптовалюты, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Биржевые токены, ISO 20022;Активно продавать
USDE;17;0,99933 USD;−0,05%;4,72 B USD;60,5 M USD;4,72 B;0,0128;0,02%;Стейблкоины, Обеспеченные стейблкоины;Активно продавать
DAI;18;0,99987 USD;−0,00%;4,58 B USD;36,24 M USD;4,58 B;0,0079;0,01%;Стейблкоины, Обеспеченные стейблкоины, DeFi;Продавать
BCH;19;218,20 USD;−1,72%;4,38 B USD;177,62 M USD;20,09 M;0,0405;0,10%;Криптовалюты, Сеть уровня 1, Сделано в США;Продавать
USD1;20;0,99928 USD;−0,06%;4,32 B USD;1,12 B USD;4,32 B;0,2584;—;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Портфель World Liberty Financial;Активно продавать
LTC;21;50,733 USD;−3,53%;3,94 B USD;244,87 M USD;77,62 M;0,0622;0,41%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Продавать
UNI;22;6,2898 USD;−5,08%;3,91 B USD;743,94 M USD;621,22 M;0,1904;0,20%;Децентрализованные биржи, DeFi, DAO, Сделано в США, Биржевые токены;Покупать
GRAM;23;1,3116 USD;−2,37%;3,67 B USD;47,93 M USD;2,79 B;0,0131;0,02%;Сеть уровня 1;Активно продавать
CC;24;0,090948 USD;−4,60%;3,6 B USD;13,74 M USD;39,6 B;0,0038;—;Приватные, Криптовалюты, Платформы смарт-контрактов, Интероперабельность, Масштабирование, Корпоративные решения, Сеть уровня 1;Продавать
USDG;25;0,99990 USD;−0,02%;3,29 B USD;999,42 M USD;3,29 B;0,3042;0,04%;Стейблкоины, Обеспеченные стейблкоины;Продавать
HBAR;26;0,074305 USD;−4,09%;3,26 B USD;85,64 M USD;43,83 B;0,0263;0,10%;Платформы смарт-контрактов, Корпоративные решения, DeFi, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Продавать
AVAX;27;7,2586 USD;−3,43%;3,21 B USD;377,09 M USD;442,82 M;0,1173;0,20%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Продавать
NEAR;28;2,4061 USD;+0,40%;3,14 B USD;386,96 M USD;1,31 B;0,1231;0,27%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, Сеть уровня 1, Сделано в США;Активно покупать
SHIB;29;0,48475e-5 USD;−6,28%;2,86 B USD;77,12 M USD;589,24 T;0,0270;0,22%;Мемы, Криптовалюты, Мемы с животными;Продавать
PYUSD;30;0,99938 USD;−0,04%;2,83 B USD;88,8 M USD;2,84 B;0,0313;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Активно продавать
SUI;31;0,68664 USD;−3,43%;2,81 B USD;536,19 M USD;4,1 B;0,1906;0,30%;Платформы смарт-контрактов, Инструменты разработки, Масштабирование, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Продавать
XAUT;32;4 331,85 USD;+1,39%;2,7 B USD;174,48 M USD;622,82 K;0,0647;0,03%;Real-world assets (RWA);Продавать
CRO;33;0,055812 USD;−3,09%;2,71 B USD;8,31 M USD;48,56 B;0,0031;0,46%;Платформы смарт-контрактов, Централизованные биржи, Платежи, Сеть уровня 1, Биржевые токены;Продавать
M;34;1,0777 USD;−3,06%;2,45 B USD;2,4 M USD;2,27 B;0,0010;0,00%;Мемы, Сеть уровня 1;Активно продавать
TAO;35;214,81 USD;−5,25%;2,47 B USD;203,51 M USD;11,52 M;0,0822;0,57%;Распред. вычисления и хранение, Оракулы, Управление данными и ИИ, DAO, Сеть уровня 1, DePIN;Активно продавать
RLUSD;36;1,0001 USD;−0,01%;2,35 B USD;407,26 M USD;2,35 B;0,1736;0,02%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
OKB;37;109,99 USD;−2,28%;2,31 B USD;25,53 M USD;21 M;0,0111;0,21%;Сеть уровня 1, Сделано в Китае;Нейтрально
PAXG;38;4 336,45 USD;+1,50%;1,88 B USD;206,15 M USD;434,5 K;0,1094;0,02%;Real-world assets (RWA);Продавать
AAVE;39;119,27 USD;−6,50%;1,84 B USD;279,16 M USD;15,43 M;0,1517;0,10%;Займы и кредиты, DeFi, DAO, Сделано в США, Портфель World Liberty Financial;Продавать
ASTER;40;0,67004 USD;−2,67%;1,81 B USD;76,43 M USD;2,7 B;0,0422;0,06%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Сделано в Китае, Бессрочные контракты;Продавать
